Datetime,Close,High,Low,Open,Volume,Week,Day,Hour,ROC_Close,EMROC_Close,ROC_Volume,EMROC_Volume,Close_denoised,score,APE,SIGN,Result,TP,TN,FP,FN
2024-11-28 20:00:00-05:00,6029.85,6032.4,6029.6,6031.82,3938.88,48,3,20,0.0001161026015277,7.306215172754586e-05,0.0214090117002738,0.3752390249926908,6029.675000000001,"[-0.018304676358160892, -0.0380824639750965, -0.05619011310500317]","[0.018304676358160892, 0.0380824639750965, 0.05619011310500317]","[-1, -1, -1]","[6029.096, 6028.2534, 6027.511]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
2024-11-28 21:00:00-05:00,6030.2,6032.8,6029.95,6032.24,3980.16,48,3,21,0.0001160958620116,7.424115748875467e-05,0.0211822660098521,0.3655388398150788,6030.375,"[-0.01647211904387132, -0.03931737230346443, -0.05831444300518135]","[0.01647211904387132, 0.03931737230346443, 0.05831444300518135]","[-1, -1, -1]","[6029.5566, 6028.529, 6027.733]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
2024-11-28 22:00:00-05:00,6030.55,6033.2,6030.3,6032.66,4021.44,48,3,22,0.0001160891232783,7.538767709942765e-05,0.0209602729709967,0.356098331134419,6030.375,"[-0.01899559715381844, -0.03471502590673575, -0.03498508943746632]","[0.01899559715381844, 0.03471502590673575, 0.03498508943746632]","[-1, -1, -1]","[6029.7544, 6029.1562, 6028.64]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
2024-11-28 23:00:00-05:00,6030.9,6033.6,6030.65,6033.08,4062.72,48,3,23,0.0001160823853272,7.650260061251817e-05,0.0207428847081525,0.3469105106843843,6031.075000000001,"[-0.012151878238341969, 0.01682458131244041, 0.02709860684806504]","[0.012151878238341969, 0.01682458131244041, 0.02709860684806504]","[-1, 1, 1]","[6030.517, 6029.7354, 6028.8833]","[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[1, 0, 0]"
2024-11-29 00:00:00-05:00,6031.25,6034.0,6031.0,6033.5,4104.0,48,4,0,0.0001160756481581,7.758679369596115e-05,0.0205299594175221,0.3379685777729634,6031.075000000001,"[0.0052546454628362976, 0.03926665093948318, -0.04686496155599768]","[0.0052546454628362976, 0.03926665093948318, 0.04686496155599768]","[1, 1, -1]","[6030.433, 6029.6167, 6028.6733]","[0, 0, 0]","[1, 1, 0]","[0, 0, 0]","[0, 0, 1]"
2024-11-29 01:00:00-05:00,6030.75,6032.5,6028.5,6031.25,3718.0,48,4,1,-2.48719096651584e-05,7.477970593264281e-05,-0.0848495589161941,0.3263845192335345,6029.000000000001,"[0.0008668313700277904, -0.09282322494404377, -0.1385851126098127]","[0.0008668313700277904, 0.09282322494404377, 0.1385851126098127]","[1, -1, -1]","[6027.3022, 6025.9014, 6024.639]","[0, 0, 0]","[1, 0, 0]","[0, 0, 0]","[0, 1, 1]"
2024-11-29 02:00:00-05:00,6027.25,6031.0,6023.5,6031.0,6250.0,48,4,2,-0.0006632124352331,5.456074316097722e-05,0.5229044834307992,0.3317686278416787,6029.000000000001,"[0.06206025138854348, -0.10563644745566053, -0.11154585837132201]","[0.06206025138854348, 0.10563644745566053, 0.11154585837132201]","[1, -1, -1]","[6027.757, 6026.627, 6025.771]","[1, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 1]"
2024-11-29 03:00:00-05:00,6031.5,6033.25,6027.0,6027.25,8508.0,48,4,3,0.0001243626414624,5.647312393635943e-05,1.2883270575578267,0.3579757081078745,6032.250000000001,"[-0.048593413310127634, -0.06489101999585578, -0.0938160402767994]","[0.048593413310127634, 0.06489101999585578, 0.0938160402767994]","[-1, -1, -1]","[6030.0684, 6028.5854, 6027.59]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]"
2024-11-29 04:00:00-05:00,6033.0,6034.5,6030.5,6031.25,7226.0,48,4,4,0.000954000580696,8.106291727224155e-05,0.15616,0.352446510625467,6032.250000000001,"[0.023578338686282636, -0.05029905886131024, 0.020181562798026288]","[0.023578338686282636, 0.05029905886131024, 0.020181562798026288]","[1, -1, 1]","[6031.0776, 6030.2153, 6030.467]","[0, 0, 0]","[1, 0, 1]","[0, 0, 0]","[0, 1, 0]"
2024-11-29 05:00:00-05:00,6032.5,6035.25,6030.25,6032.75,6327.0,48,4,5,0.0001657962364254,8.338437807095906e-05,-0.2563469675599436,0.3357672372505242,6032.875000000001,"[-0.013653179774582521, -0.054154939980097024, 0.15649161702436798]","[0.013653179774582521, 0.054154939980097024, 0.15649161702436798]","[-1, -1, 1]","[6032.4263, 6032.515, 6031.6743]","[0, 0, 0]","[0, 0, 1]","[0, 1, 0]","[1, 0, 0]"
