Datetime,Close,High,Low,Open,Volume,Week,Day,Hour,ROC_Close,EMROC_Close,ROC_Volume,EMROC_Volume,Close_denoised,std,diff_q0_q8,diff_q6_q2,diff_q5_q3,score,APE,SIGN,Result,TP,TN,FP,FN
2023-03-13 14:00:00-05:00,3857.0,3893.25,3854.5,3888.75,265483.0,11,0,14,-0.0065039603322815,0.0004901844872002,0.3716082167434746,1.1938179522062282,3861.095946616784,,,,,,,,,0,0,0,0
2023-03-13 15:00:00-05:00,3863.0,3866.25,3856.0,3857.0,48193.0,11,0,15,-0.0066216650594663,0.0002953392941408,-0.6984356423252612,1.1419753879724888,3864.687500000001,,,,,,,,,0,0,0,0
2023-03-13 16:00:00-05:00,3866.375,3868.125,3858.0,3861.375,24096.5,11,0,16,0.0024306455794658,0.0003538408362045,-0.9092352429345758,1.0857778364407882,3864.687500000001,,,,,,,,,0,0,0,0
2023-03-13 17:00:00-05:00,3869.75,3870.0,3860.0,3865.75,0.0,11,0,17,0.0017473466217965,0.0003920190769056,-1.0,1.0286332381821364,3865.654053383217,,,,,,,,,0,0,0,0
2023-03-13 18:00:00-05:00,3861.25,3870.0,3860.5,3869.75,5950.0,11,0,18,-0.0013255310206589,0.0003449629098491,-0.7530761728881787,0.9798192817144564,3865.3459466167847,,,,,,,,,0,0,0,0
2023-03-13 19:00:00-05:00,3867.0,3872.0,3858.5,3861.0,11658.0,11,0,19,-0.0007106402222365,0.0003160422760933,inf,0.9798192817144564,3868.250000000001,,,,,,,,,0,0,0,0
2023-03-13 20:00:00-05:00,3869.5,3873.75,3864.5,3867.0,9452.0,11,0,20,0.0021366137908709,0.0003659209477311,0.5885714285714285,0.968806714419511,3868.250000000001,,,,,,,,,0,0,0,0
2023-03-13 21:00:00-05:00,3877.25,3880.0,3869.25,3869.5,6644.0,11,0,21,0.0026506335660718,0.000428515813987,-0.4300909246869102,0.9304807517042668,3877.000000000001,,,,,,,,,0,0,0,0
2023-03-13 22:00:00-05:00,3876.75,3880.0,3873.5,3877.5,4634.0,11,0,22,0.0018736270836026,0.0004681079035655,-0.5097333897587812,0.8910228300203477,3877.000000000001,,,,,,,,,0,0,0,0
2023-03-13 23:00:00-05:00,3876.5,3880.0,3875.25,3877.5,3376.0,11,0,23,-0.000193436069379,0.000449983411156,-0.4918723660445514,0.8531352904021312,3873.0,,,,,,,,,0,0,0,0
2023-03-14 00:00:00-05:00,3869.5,3879.75,3866.25,3876.5,4624.0,11,1,0,-0.0018701231701812,0.0003864188472838,-0.0021579628830383,0.8297025985313046,3873.0,,,,,,,,,0,0,0,0
2023-03-14 01:00:00-05:00,3868.0,3871.25,3855.25,3869.75,16375.0,11,1,1,-0.0021926996001547,0.0003157580679019,3.850414691943128,0.9124618339672448,3868.375000000001,,,,,,,,,0,0,0,0
2023-03-14 02:00:00-05:00,3868.75,3876.25,3861.75,3868.25,19513.0,11,1,2,-0.0001938234914071,0.0003017969292907,3.219939446366782,0.9756803986905198,3868.375000000001,,,,,,,,,0,0,0,0
2023-03-14 03:00:00-05:00,3879.25,3880.0,3866.0,3868.75,30194.0,11,1,3,0.0029084798345397,0.0003732128992975,0.8439083969465648,0.9720702068619184,3875.500000000001,,,,,,,,,0,0,0,0
2023-03-14 04:00:00-05:00,3871.75,3879.75,3863.75,3879.25,28757.0,11,1,4,0.0007754442649434,0.0003842329367125,0.4737354584123405,0.9584172000550806,3875.500000000001,,,,,,,,,0,0,0,0
2023-03-14 05:00:00-05:00,3873.75,3877.25,3867.25,3871.75,17196.0,11,1,5,-0.0014177998324418,0.0003348621759137,-0.4304828773928595,0.9203651431386988,3877.845946616784,,,,,,,,,0,0,0,0
2023-03-14 06:00:00-05:00,3883.75,3888.25,3872.25,3873.5,49913.0,11,1,6,0.0030993736682378,0.0004106022167993,0.7356817470528916,0.9153053240678546,3879.654053383217,,,,,,,,,0,0,0,0
2023-03-14 07:00:00-05:00,3900.0,3905.25,3857.5,3883.75,106446.0,11,1,7,0.0067763794772506,0.00058500707325,5.190160502442429,1.0324246440233225,3904.095946616784,,,,,,,,,0,0,0,0
2023-03-14 08:00:00-05:00,3915.0,3922.5,3897.0,3899.75,218212.0,11,1,8,0.0080463469584808,0.0007894273440783,3.371847013804019,1.0965184075789578,3910.9040533832176,,,,,,,,,0,0,0,0
2023-03-14 09:00:00-05:00,3923.25,3933.5,3909.25,3915.25,192710.0,11,1,9,0.0059615384615383,0.0009311290185292,0.8104015181406534,1.0886795886902372,3926.000000000001,,,,,,,,,0,0,0,0
2023-03-14 10:00:00-05:00,3928.75,3938.0,3922.25,3923.5,147866.0,11,1,10,0.0035121328224776,0.0010018414515141,-0.3223745715176067,1.050020570602351,3926.000000000001,,,,,,,,,0,0,0,0
2023-03-14 11:00:00-05:00,3917.25,3931.75,3914.25,3928.5,114266.0,11,1,11,-0.001529344293634,0.0009324938968525,-0.4070572362617404,1.0101006306882665,3913.1540533832167,,,,,,,,,0,0,0,0
2023-03-14 12:00:00-05:00,3894.25,3920.25,3888.5,3917.5,143559.0,11,1,12,-0.0087814190264079,0.0006663592962152,-0.0291277237498815,0.9816286209776324,3898.345946616784,,,,,,,,,0,0,0,0
2023-03-14 13:00:00-05:00,3891.25,3903.25,3879.5,3894.5,123271.0,11,1,13,-0.0066373093369073,0.0004662587857187,0.0788073442668859,0.9568937914787076,3895.345946616784,,,,,,,,,0,0,0,0
2023-03-14 14:00:00-05:00,3919.0,3923.75,3873.0,3891.5,193117.0,11,1,14,0.006355524170251,0.0006276085222813,0.3452099833517925,0.94013533098208,3914.904053383216,,,,,,,,,0,0,0,0
2023-03-14 15:00:00-05:00,3922.0,3923.75,3913.0,3919.0,40355.0,11,1,15,0.0079023450048185,0.0008269163711179,-0.6726318436615262,0.8959499289370496,3920.312500000001,,,,,,,,,0,0,0,0
2023-03-14 16:00:00-05:00,3918.625,3922.625,3913.75,3919.75,20177.5,11,1,16,-9.568767542744716e-05,0.0008016395479249,-0.8955167074882067,0.8468686512267687,3920.312500000001,,,,,,,,,0,0,0,0
2023-03-14 17:00:00-05:00,3915.25,3921.5,3914.5,3920.5,0.0,11,1,17,-0.0017210606833247,0.0007325244730961,-1.0,0.7962695100972682,3917.250000000001,,,,,,,,,0,0,0,0
2023-03-14 18:00:00-05:00,3919.25,3920.5,3915.5,3915.5,2260.0,11,1,18,0.0001594947207248,0.0007168250278257,-0.8879940527815636,0.7501253028951084,3917.250000000001,,,,,,,,,0,0,0,0
2023-03-14 19:00:00-05:00,3916.25,3920.25,3914.0,3919.25,3224.0,11,1,19,0.0002554115318307,0.000704183562182,inf,0.7501253028951084,3918.500000000001,,,,,,,,,0,0,0,0
2023-03-14 20:00:00-05:00,3920.75,3922.25,3915.75,3916.5,2560.0,11,1,20,0.0003827262869171,0.0006953765135446,0.1327433628318584,0.7327476735815872,3918.500000000001,,,,,,,,,0,0,0,0
2023-03-14 21:00:00-05:00,3929.5,3931.0,3920.25,3920.75,5813.0,11,1,21,0.0033833386530481,0.0007690193118871,0.8030397022332507,0.7346734825857424,3927.375000000001,,,,,,,,,0,0,0,0
2023-03-14 22:00:00-05:00,3925.25,3930.0,3924.5,3929.5,5162.0,11,1,22,0.0011477395906396,0.0007793952099352,1.0164062500000002,0.7423921885422974,3927.375000000001,,,,,,,,,0,0,0,0
2023-03-14 23:00:00-05:00,3924.75,3926.0,3921.5,3926.0,2945.0,11,1,23,-0.0012088051915002,0.0007249239660602,-0.4933769138138655,0.7085355008065121,3922.5,,,,,,,,,0,0,0,0
2023-03-15 00:00:00-05:00,3920.25,3925.0,3917.5,3924.5,3018.0,11,2,0,-0.0012738042162919,0.0006701642898314,-0.4153428903525765,0.677744312007633,3922.5,,,,,,,,,0,0,0,0
2023-03-15 01:00:00-05:00,3926.25,3929.25,3920.0,3920.5,6144.0,11,2,1,0.0003821899484044,0.0006622745818471,1.0862478777589133,0.6889361905213667,3924.625000000001,,,,,,,,,0,0,0,0
2023-03-15 02:00:00-05:00,3923.0,3928.5,3917.75,3927.25,8575.0,11,2,2,0.0007014858746252,0.000663348863841,1.8412856196156395,0.7205074077568262,3924.625000000001,,,,,,,,,0,0,0,0
2023-03-15 03:00:00-05:00,3914.0,3926.0,3912.75,3923.25,16651.0,11,2,3,-0.0031200254695956,0.000559694772514,1.7101236979166663,0.7476201828296986,3909.904053383217,,,,,,,,,0,0,0,0
2023-03-15 04:00:00-05:00,3889.0,3915.25,3888.25,3914.25,25717.0,11,2,4,-0.0086668366046392,0.0003069130909481,1.9990670553935856,0.7819063985163803,3893.095946616784,,,,,,,,,0,0,0,0
2023-03-15 05:00:00-05:00,3849.25,3891.75,3838.25,3889.0,43674.0,11,2,5,-0.0165431783341849,-0.0001547332494664,1.6229055311993277,0.8049474706446802,3851.500000000001,,,,,,,,,0,0,0,0
2023-03-15 06:00:00-05:00,3853.75,3862.5,3848.0,3849.75,36187.0,11,2,6,-0.009064026742093,-0.0003988234821411,0.407123692499125,0.7940481890516513,3851.500000000001,,,,,,,,,0,0,0,0
2023-03-15 07:00:00-05:00,3846.0,3868.25,3834.0,3853.5,39766.0,11,2,7,-0.0008443203221406,-0.0004110288750178,-0.0894811558364244,0.7698419056300603,3850.095946616784,,,,,,,,,0,0,0,0
2023-03-15 08:00:00-05:00,3856.75,3877.75,3841.25,3846.25,90586.0,11,2,8,0.0007784625364903,-0.000378440069223,1.503274656644651,0.7899359536030628,3852.6540533832176,,,,,,,,,0,0,0,0
2023-03-15 09:00:00-05:00,3862.75,3875.25,3843.75,3856.75,98281.0,11,2,9,0.0043551742069682,-0.0002487520068616,1.4714831765830103,0.8086084802600477,3861.250000000001,,,,,,,,,0,0,0,0
2023-03-15 10:00:00-05:00,3859.75,3875.25,3856.5,3863.0,78856.0,11,2,10,0.000777857003954,-0.0002206257325927,-0.1294902081999426,0.782907146329637,3861.250000000001,,,,,,,,,0,0,0,0
2023-03-15 11:00:00-05:00,3843.0,3864.0,3838.75,3862.5,51569.0,11,2,11,-0.0051129376739369,-0.0003546616761912,-0.4752902392120552,0.7484359850819193,3847.095946616784,,,,,,,,,0,0,0,0
2023-03-15 12:00:00-05:00,3866.75,3871.5,3840.0,3843.25,58986.0,11,2,12,0.0018135889630157,-0.0002952575490896,-0.2519782895404281,0.7210273748182934,3862.6540533832167,,,,,,,,,0,0,0,0
2023-03-15 13:00:00-05:00,3888.25,3897.0,3856.25,3866.75,70752.0,11,2,13,0.0117746552172781,3.542499245466087e-05,0.3719870464814132,0.711464626096735,3892.125000000001,,,,,,,,,0,0,0,0
2023-03-15 14:00:00-05:00,3896.0,3896.5,3869.5,3888.5,85821.0,11,2,14,0.0075644921445658,0.0002417008048412,0.4549384599735531,0.7044365119563739,3892.125000000001,,,,,,,,,0,0,0,0
2023-03-15 15:00:00-05:00,3893.0,3898.5,3889.25,3896.25,27986.0,11,2,15,0.0012216292676654,0.0002685481599871,-0.6044493441881502,0.668576625486661,3893.812500000001,,,,,,,,,0,0,0,0
2023-03-15 16:00:00-05:00,3894.625,3898.5,3889.375,3894.5,13993.000000000002,11,2,16,-0.0003529260780287,0.0002515214685346,-0.836951328928817,0.6273292842697986,3893.812500000001,,,,,,,,,0,0,0,0
2023-03-15 17:00:00-05:00,3896.25,3898.5,3889.5,3892.75,0.0,11,2,17,0.0008348317492936,0.000267502572117,-1.0,0.5827449203172014,3893.125000000001,,,,,,,,,0,0,0,0
2023-03-15 18:00:00-05:00,3890.0,3899.0,3887.75,3896.75,1646.0,11,2,18,-0.0011875341014859,0.0002276385536622,-0.8823697563067248,0.5426047921905185,3893.125000000001,,,,,,,,,0,0,0,0
2023-03-15 19:00:00-05:00,3911.5,3912.0,3889.5,3889.75,4321.0,11,2,19,0.0039140198909206,0.0003286353026281,inf,0.5426047921905185,3910.375000000001,,,,,,,,,0,0,0,0
2023-03-15 20:00:00-05:00,3909.25,3915.0,3903.5,3911.25,5501.0,11,2,20,0.0049485861182518,0.0004552092975767,2.342041312272175,0.5932540561064472,3910.375000000001,,,,,,,,,0,0,0,0
2023-03-15 21:00:00-05:00,3908.75,3912.5,3905.0,3909.25,2251.0,11,2,21,-0.0007030550939537,0.0004234760265759,-0.4790557741263597,0.5638757045932197,3906.500000000001,,,,,,,,,0,0,0,0
2023-03-15 22:00:00-05:00,3904.25,3909.5,3902.25,3908.25,2363.0,11,2,22,-0.0012790177143953,0.0003768323624397,-0.5704417378658426,0.5327985143888617,3906.500000000001,,,,,,,,,0,0,0,0
2023-03-15 23:00:00-05:00,3912.5,3912.75,3906.0,3906.0,1711.0,11,2,23,0.0009593859929644,0.0003927927358787,-0.2398933807196801,0.5116288734269839,3910.125000000001,,,,,,,,,0,0,0,0
2023-03-16 00:00:00-05:00,3907.75,3912.75,3907.25,3912.5,1796.0,11,3,0,0.0008964589870013,0.000406591811252,-0.2399492170969107,0.4910376928646854,3910.125000000001,,,,,,,,,0,0,0,0
2023-03-16 01:00:00-05:00,3896.75,3909.5,3895.25,3908.0,2988.0,11,3,1,-0.0040255591054313,0.0002851630190141,0.7463471654003506,0.4980324729341557,3900.845946616784,,,,,,,,,0,0,0,0
2023-03-16 02:00:00-05:00,3907.0,3908.0,3890.75,3896.75,5445.0,11,3,2,-0.0001919263003007,0.0002720920787589,2.03173719376392,0.5400517803541492,3902.9040533832176,,,,,,,,,0,0,0,0
2023-03-16 03:00:00-05:00,3894.25,3911.0,3894.0,3906.75,11123.0,11,3,3,-0.0006415602745878,0.0002470605074343,2.7225568942436413,0.5998464410086559,3891.250000000001,,,,,,,,,0,0,0,0
2023-03-16 04:00:00-05:00,3888.25,3896.25,3880.5,3894.25,9787.0,11,3,4,-0.0047990785769131,0.0001088101215617,0.7974288337924702,0.6052596572493083,3891.250000000001,,,,,,,,,0,0,0,0
2023-03-16 05:00:00-05:00,3891.75,3892.25,3882.5,3888.25,8539.0,11,3,5,-0.0006419721384092,8.824074457629223e-05,-0.2323114267733524,0.5823125042623861,3888.750000000001,,,,,,,,,0,0,0,0
2023-03-16 06:00:00-05:00,3885.75,3892.0,3876.0,3891.25,9334.0,11,3,6,-0.0006429627724554,6.820777150692923e-05,-0.0462858894451824,0.5650906304621788,3888.750000000001,,,,,,,,,0,0,0,0
2023-03-16 07:00:00-05:00,3880.5,3895.25,3876.0,3886.5,26809.0,11,3,7,-0.0028907303912121,-1.285902747167502e-05,2.1395948003279077,0.6082277310064453,3883.500000000001,,,,,,,,,0,0,0,0
2023-03-16 08:00:00-05:00,3886.5,3887.25,3863.25,3880.5,46348.0,11,3,8,0.0001930129318663,-7.218699818578328e-06,3.965502464109706,0.7002078606805073,3883.500000000001,,,,,,,,,0,0,0,0
2023-03-16 09:00:00-05:00,3916.5,3921.0,3866.5,3886.25,61408.0,11,3,9,0.0092771550057981,0.000247147703075,1.2905740609496812,0.716382277126238,3920.5959466167847,,,,,,,,,0,0,0,0
2023-03-16 10:00:00-05:00,3939.25,3943.0,3908.5,3916.5,54790.0,11,3,10,0.0135726231828123,0.0006122292230678,0.1821437818244584,0.7017456060220797,3935.154053383217,,,,,,,,,0,0,0,0
2023-03-16 11:00:00-05:00,3953.25,3955.5,3924.25,3939.5,36713.0,11,3,11,0.0093833780160856,0.0008525346694518,-0.4021463001563314,0.6715019921541779,3952.125000000001,,,,,,,,,0,0,0,0
2023-03-16 12:00:00-05:00,3951.0,3962.75,3944.25,3953.25,36721.0,11,3,12,0.0029828012946626,0.0009108981386357,-0.329786457382734,0.6440694318928927,3952.125000000001,,,,,,,,,0,0,0,0
2023-03-16 13:00:00-05:00,3953.25,3953.5,3937.25,3950.75,29946.0,11,3,13,0.0,0.0008859420252484,-0.184321629940348,0.6213737863632148,3957.000000000001,,,,,,,,,0,0,0,0
2023-03-16 14:00:00-05:00,3960.75,3965.0,3951.5,3953.25,45800.0,11,3,14,0.0024677296886863,0.0009292786735618,0.2472427221480897,0.6111236202203347,3957.000000000001,,,,,,,,,0,0,0,0
2023-03-16 15:00:00-05:00,3962.75,3966.5,3958.0,3961.25,11968.0,11,3,15,0.0024030860684247,0.0009696569583525,-0.6003472917918921,0.5779326363295888,3962.187500000001,,,,,,,,,0,0,0,0
2023-03-16 16:00:00-05:00,3961.625,3964.875,3956.375,3961.75,5984.0,11,3,16,0.0002209177554755,0.000949143555534,-0.8693449781659388,0.5382811948365607,3962.187500000001,,,,,,,,,0,0,0,0
2023-03-16 17:00:00-05:00,3960.5,3963.25,3954.75,3962.25,0.0,11,3,17,-0.000567787521292,0.0009075838000045,-1.0,0.4961365045670658,3960.75,,,,,,,,,0,0,0,0
2023-03-16 18:00:00-05:00,3961.0,3964.5,3959.25,3960.0,1032.0,11,3,18,-0.0001577635440002,0.0008783962015386,-0.8275401069518716,0.4598713919227113,3960.75,,,,,,,,,0,0,0,0
2023-03-16 19:00:00-05:00,3955.25,3961.0,3954.0,3961.0,1083.0,11,3,19,-0.0013255902032571,0.0008180130123661,inf,0.4598713919227113,3956.875000000001,,,,,,,,,0,0,0,0
2023-03-16 20:00:00-05:00,3958.5,3959.25,3955.0,3956.0,766.0,11,3,20,-0.0006311537490533,0.0007783098134231,-0.2577519379844961,0.4396722390084155,3956.875000000001,,,,,,,,,0,0,0,0
2023-03-16 21:00:00-05:00,3958.0,3961.0,3957.5,3958.5,419.0,11,3,21,0.0006952784274065,0.0007760349809295,-0.6131117266851338,0.4108288426880443,3959.125000000001,,,,,,,,,0,0,0,0
2023-03-16 22:00:00-05:00,3960.25,3961.75,3957.75,3958.0,280.0,11,3,22,0.0004420866489831,0.0007668857115611,-0.6344647519582245,0.3821906620128041,3959.125000000001,,,,,,,,,0,0,0,0
2023-03-16 23:00:00-05:00,3963.75,3965.0,3960.25,3960.25,342.0,11,3,23,0.0014527539161193,0.0007856766212751,-0.1837708830548926,0.3666848662575248,3963.500000000001,,,,,,,,,0,0,0,0
2023-03-17 00:00:00-05:00,3963.25,3965.5,3961.75,3964.5,381.0,11,4,0,0.0007575279338425,0.0007849054243591,0.3607142857142857,0.3665212887083949,3963.500000000001,,,,,,,,,0,0,0,0
2023-03-17 01:00:00-05:00,3967.5,3967.75,3959.25,3963.75,820.0,11,4,1,0.0009460737937558,0.0007893209961234,1.3976608187134505,0.3947716867907252,3966.125,,,,,,,,,0,0,0,0
2023-03-17 02:00:00-05:00,3964.75,3968.25,3961.75,3967.0,1225.0,11,4,2,0.0003784772598245,0.0007780650033481,2.215223097112861,0.4446470678954413,3966.125,,,,,,,,,0,0,0,0
2023-03-17 03:00:00-05:00,3965.0,3974.0,3963.0,3963.0,2865.0,11,4,3,-0.0006301197227472,0.0007394845998934,2.4939024390243905,0.5007910506660974,3964.500000000001,,,,,,,,,0,0,0,0
2023-03-17 04:00:00-05:00,3964.0,3971.75,3961.75,3964.75,3887.0,11,4,4,-0.0001891670344914,0.0007140420893623,2.173061224489796,0.5466066718667467,3964.500000000001,,,,,,,,,0,0,0,0
2023-03-17 05:00:00-05:00,3956.0,3964.75,3955.0,3964.25,2181.0,11,4,5,-0.0022698612862547,0.0006322913119482,-0.2387434554973821,0.5250902300211542,3953.750000000001,,,,,,,,,0,0,0,0
2023-03-17 06:00:00-05:00,3951.5,3957.25,3945.0,3955.75,4197.0,11,4,6,-0.0031533804238143,0.0005285742780916,0.0797530228968355,0.5128892106478852,3953.750000000001,,,,,,,,,0,0,0,0
2023-03-17 07:00:00-05:00,3929.25,3953.75,3923.0,3951.25,10835.0,11,4,7,-0.0067618806875632,0.0003288357858819,3.967904630903256,0.6075471673672104,3933.345946616784,,,,,,,,,0,0,0,0
2023-03-17 08:00:00-05:00,3957.25,3957.5,3929.5,3930.0,7168.0,11,4,8,0.0014551436163481,0.0003596935346618,0.7078865856564212,0.6102961925258189,3953.1540533832167,,,,,,,,,0,0,0,0
2023-03-17 09:00:00-05:00,3955.892857142857,3956.107142857143,3932.107142857143,3932.535714285714,301206.7142857143,11,4,9,0.0067806469791582,0.0005356100673877,26.799419869470636,1.3278064302503343,3955.2142857142862,,,,,,,,,0,0,0,0
2023-03-17 10:00:00-05:00,3954.535714285714,3954.714285714286,3934.714285714286,3935.071428571429,595245.4285714286,11,4,10,-0.0006859020062633,0.0005021439831781,82.04205197704083,3.5391556233130874,3955.2142857142862,,,,,,,,,0,0,0,0
2023-03-17 11:00:00-05:00,3953.178571428572,3953.321428571429,3937.321428571429,3937.607142857143,889284.1428571428,11,4,11,-0.0006861373177448,0.000469588331098,1.95240477944193,3.495682997453604,3952.500000000001,,,,,,,,,0,0,0,0
2023-03-17 12:00:00-05:00,3951.821428571429,3951.928571428572,3939.928571428572,3940.142857142857,1183322.8571428573,11,4,12,-0.0006863727907375,0.0004379181633765,0.987957908358569,3.426978200492096,3952.500000000001,,,,,,,,,0,0,0,0
2023-03-17 13:00:00-05:00,3950.464285714286,3950.535714285714,3942.535714285714,3942.678571428572,1477361.5714285714,11,4,13,-0.0006866084254081,0.0004071092157386,0.6612930561001793,3.351206004755331,3949.785714285715,,,,,,,,,0,0,0,0
2023-03-17 14:00:00-05:00,3949.107142857143,3949.142857142857,3945.142857142857,3945.214285714286,1771400.2857142857,11,4,14,-0.0006868442219229,0.0003771378886794,0.4969712407916689,3.2730077920439977,3949.785714285715,,,,,,,,,0,0,0,0
2023-03-17 15:00:00-05:00,3947.75,3947.75,3947.75,3947.75,2065439.0,11,4,15,-0.0006870801804489,0.0003479812292512,0.3980592428722596,3.19424207836806,3947.95,,,,,,,,,0,0,0,0
2023-03-17 16:00:00-05:00,3948.15,3948.33,3947.845,3948.07,2024824.24,11,4,16,-0.0002423694325117,0.0003318072385179,0.1430641940895507,3.1106481637302923,3947.95,,,,,,,,,0,0,0,0
2023-03-17 17:00:00-05:00,3948.55,3948.91,3947.94,3948.39,1984209.48,11,4,17,0.0002026470774492,0.0003282686039681,-0.039327968533566,3.024347447777858,3948.750000000001,,,,,,,,,0,0,0,0
2023-03-17 18:00:00-05:00,3948.95,3949.49,3948.035,3948.71,1943594.72,11,4,18,0.0002026265466104,0.0003248263558213,-0.0401168251521919,2.9403895224921035,3948.750000000001,,,,,,,,,0,0,0,0
2023-03-17 19:00:00-05:00,3949.35,3950.07,3948.13,3949.03,1902979.96,11,4,19,0.0002026060199313,0.0003214778534682,-0.0409379759641104,2.858709317054947,3949.5500000000006,,,,,,,,,0,0,0,0
2023-03-17 20:00:00-05:00,3949.75,3950.65,3948.225,3949.35,1862365.2,11,4,20,0.0002025854974108,0.0003182205286447,-0.0417934454977321,2.7792434879439147,3949.5500000000006,,,,,,,,,0,0,0,0
2023-03-17 21:00:00-05:00,3950.15,3951.23,3948.32,3949.67,1821750.44,11,4,21,0.0002025649790471,0.0003150518834502,-0.0426854311172042,2.701930366873747,3950.35,,,,,,,,,0,0,0,0
2023-03-17 22:00:00-05:00,3950.55,3951.81,3948.415,3949.99,1781135.68,11,4,22,0.0002025444648396,0.0003119694884198,-0.0436163218685572,2.6267099096479303,3950.35,,,,,,,,,0,0,0,0
2023-03-17 23:00:00-05:00,3950.95,3952.39,3948.51,3950.31,1740520.92,11,4,23,0.0002025239547864,0.000308970980649,-0.0445887198468304,2.553523645826156,3951.150000000001,,,,,,,,,0,0,0,0
2023-03-18 00:00:00-05:00,3951.35,3952.97,3948.605,3950.63,1699906.16,11,5,0,0.0002025034488868,0.0003060540619706,-0.0456054644865684,2.48231462910526,3951.150000000001,,,,,,,,,0,0,0,0
2023-03-18 01:00:00-05:00,3951.75,3953.55,3948.7,3950.95,1659291.4,11,5,1,0.0002024829471394,0.0003032164971807,-0.0466696602532074,2.413027388300918,3951.95,,,,,,,,,0,0,0,0
2023-03-18 02:00:00-05:00,3952.15,3954.13,3948.795,3951.27,1618676.64,11,5,2,0.0002024624495426,0.0003004561123139,-0.0477847083041337,2.345607878804889,3951.95,,,,,,,,,0,0,0,0
2023-03-18 03:00:00-05:00,3952.55,3954.71,3948.89,3951.59,1578061.88,11,5,3,0.0002024419560955,0.0002977707929655,-0.0489543427995829,2.2800034343773694,3952.750000000001,,,,,,,,,0,0,0,0
2023-03-18 04:00:00-05:00,3952.95,3955.29,3948.985,3951.91,1537447.12,11,5,4,0.0002024214667963,0.0002951584826595,-0.0501826726800727,2.216162719115522,3952.750000000001,,,,,,,,,0,0,0,0
2023-03-18 05:00:00-05:00,3953.35,3955.87,3949.08,3952.23,1496832.36,11,5,5,0.0002024009816445,0.0002926171812618,-0.0514742298952181,2.1540356794165976,3953.5500000000006,,,,,,,,,0,0,0,0
